carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.57,Ideal,E,VS2,61.5,57.0,5.35,5.32,3.28,2553.86
1.14,Very Good,D,IF,59.1,58.0,6.83,6.9,4.06,8748.0
0.51,Very Good,G,VS2,62.4,57.0,5.09,5.11,3.18,1696.82
0.9,Ideal,F,VS2,62.3,56.0,6.17,6.19,3.85,5326.93
0.71,Very Good,F,SI2,59.5,58.0,5.82,5.87,3.48,2007.35
0.77,Very Good,I,VS2,63.2,58.0,5.79,5.85,3.68,2833.75
2.01,Good,F,SI2,58.1,64.0,8.23,8.19,4.77,13966.26
0.4,Ideal,D,VS2,61.3,56.0,4.74,4.79,2.92,1514.96
1.5,Very Good,H,IF,63.0,59.0,7.23,7.3,4.58,11129.48
1.15,Ideal,H,VS1,62.7,57.0,6.68,6.64,4.17,7174.17
0.5,Ideal,F,SI2,61.6,57.0,5.14,5.08,3.15,342.44
0.72,Ideal,E,SI1,62.3,57.0,5.7,5.76,3.57,3224.9
1.0,Very Good,E,SI1,59.2,59.0,6.49,6.55,3.86,5609.0
2.05,Premium,G,SI2,60.1,59.0,8.2,8.3,4.96,14417.86
0.7,Ideal,G,VS2,60.0,57.0,5.8,5.84,3.49,3375.8
0.32,Very Good,D,VVS1,61.9,54.0,4.42,4.46,2.75,1584.21
0.32,Premium,H,VVS1,61.5,59.0,4.37,4.41,2.7,599.03
0.32,Ideal,E,SI1,61.6,54.0,4.42,4.45,2.73,167.96
0.41,Premium,E,SI2,62.9,58.0,4.77,4.74,2.99,-406.52
0.3,Very Good,G,VS2,63.0,56.0,4.27,4.3,2.7,166.33
0.41,Premium,E,VVS1,60.7,58.0,4.8,4.86,2.93,2014.33
0.4,Good,E,SI1,63.6,57.0,4.65,4.69,2.97,357.94
0.8,Ideal,D,SI1,61.7,56.0,5.96,6.0,3.69,4129.45
0.3,Very Good,H,SI1,62.9,58.0,4.24,4.28,2.68,-940.41
2.06,Ideal,G,SI2,62.3,56.0,8.16,8.09,5.06,14574.13
0.51,Very Good,G,VS2,61.2,55.0,5.13,5.16,3.15,1786.86
0.35,Good,E,VS2,57.8,60.0,4.64,4.67,2.69,718.95
0.58,Ideal,I,VVS1,62.3,53.0,5.38,5.4,3.36,2158.15
1.01,Very Good,D,VS2,59.8,60.0,6.46,6.51,3.88,6495.52
0.52,Ideal,I,VS2,61.9,58.0,5.14,5.17,3.19,889.71
1.02,Premium,D,SI2,62.8,55.0,6.46,6.38,4.03,5007.52
0.33,Premium,I,VS2,61.0,61.0,4.46,4.43,2.71,-636.4
0.8,Ideal,H,SI2,62.4,57.0,5.91,5.83,3.66,2173.14
0.37,Ideal,D,VS2,61.3,56.0,4.6,4.64,2.83,1322.33
0.32,Premium,E,VVS1,61.8,59.0,4.35,4.39,2.7,1368.02
0.41,Ideal,F,VS2,61.9,56.0,4.76,4.74,2.94,1292.67
1.33,Ideal,F,VVS2,61.9,55.0,7.02,7.07,4.36,10029.9
1.04,Ideal,I,SI1,63.0,56.0,6.49,6.39,4.06,4727.66
0.71,Premium,E,SI1,62.7,56.0,5.71,5.64,3.56,3027.23
0.9,Very Good,D,SI1,63.5,57.0,6.15,6.11,3.89,4801.29
1.21,Very Good,F,SI2,61.5,61.0,6.77,6.82,4.18,6449.59
1.2,Ideal,F,VVS1,62.0,56.0,6.76,6.82,4.21,8858.65
1.21,Good,E,VS1,61.7,58.0,6.73,6.78,4.17,8346.55
0.6,Premium,D,SI2,62.0,57.0,5.43,5.35,3.34,1343.01
1.03,Ideal,G,SI2,61.7,55.0,6.48,6.52,4.01,4763.6
1.21,Very Good,G,VS2,62.3,58.0,6.76,6.8,4.22,7838.84
1.01,Ideal,J,VS2,62.2,54.0,6.41,6.47,4.01,4271.23
0.47,Good,H,VS1,65.1,59.0,4.81,4.87,3.15,971.95
0.38,Ideal,I,VS1,62.3,55.0,4.63,4.66,2.89,199.47
0.3,Premium,G,VS1,61.8,59.0,4.34,4.37,2.69,443.64
1.04,Ideal,H,SI1,61.6,55.0,6.51,6.54,4.02,5323.62
0.92,Premium,E,SI2,61.7,59.0,6.27,6.18,3.84,3842.78
0.31,Good,G,VS2,63.4,59.0,4.29,4.32,2.73,4.88
0.3,Premium,I,VS1,60.8,59.0,4.32,4.3,2.62,-456.25
1.0,Premium,D,SI1,61.3,61.0,6.52,6.39,3.96,5629.93
0.9,Good,G,VVS1,64.0,55.0,6.05,6.02,3.86,5632.28
1.51,Good,G,VS1,64.0,57.0,7.31,7.2,4.64,10721.66
1.6,Good,E,SI1,63.6,58.0,7.38,7.44,4.71,11031.0
1.2,Premium,I,VS2,62.2,61.0,6.74,6.73,4.19,6727.18
0.36,Premium,D,VS2,61.0,58.0,4.62,4.59,2.81,1083.91
2.12,Ideal,D,SI2,62.9,55.0,8.17,8.14,5.13,15708.55
0.7,Fair,F,SI2,64.8,57.0,5.65,5.59,3.64,1038.95
1.05,Premium,F,VS2,62.3,59.0,6.5,6.46,4.04,6525.68
1.13,Very Good,E,SI2,60.3,58.0,6.78,6.86,4.11,5762.94
0.32,Ideal,G,VS2,61.4,55.0,4.46,4.4,2.72,439.99
1.23,Ideal,J,VS2,61.7,57.0,6.87,6.8,4.22,6233.61
0.33,Ideal,G,SI2,62.9,55.0,4.46,4.41,2.79,-1112.7
1.05,Very Good,G,SI2,63.2,54.0,6.52,6.49,4.11,4759.81
0.32,Premium,G,VS2,60.1,61.0,4.44,4.41,2.66,319.86
0.3,Ideal,G,IF,62.3,54.0,4.32,4.35,2.7,1396.34
0.57,Ideal,F,SI2,61.0,56.0,5.37,5.32,3.26,959.0
1.01,Very Good,E,SI1,63.2,59.0,6.28,6.25,3.96,5670.18
0.5,Ideal,E,VS2,61.4,55.0,5.12,5.14,3.15,2060.81
1.62,Premium,F,VS1,61.3,57.0,7.6,7.55,4.64,12241.78
1.0,Ideal,G,VS1,62.9,57.0,6.36,6.32,3.99,6291.45
0.51,Ideal,G,VVS2,62.6,57.0,5.1,5.12,3.2,2467.54
1.01,Ideal,G,VS2,61.6,56.0,6.46,6.43,3.97,6105.43
0.25,Very Good,D,VS1,62.1,60.0,4.03,4.05,2.51,601.91
0.53,Ideal,G,SI2,62.4,56.0,5.18,5.14,3.22,402.2
2.02,Good,F,SI2,61.9,61.0,8.06,8.02,4.98,14072.37
0.33,Ideal,E,VS1,61.5,56.0,4.45,4.5,2.75,1115.93
0.6,Good,G,SI1,65.3,56.0,5.21,5.26,3.42,1665.13
0.4,Premium,F,SI1,62.6,59.0,4.74,4.68,2.95,400.42
0.86,Very Good,H,SI1,59.7,59.0,6.14,6.23,3.69,3590.8
0.56,Ideal,H,VVS1,62.3,55.0,5.26,5.3,3.29,2503.41
0.52,Ideal,F,SI2,60.9,57.0,5.22,5.2,3.17,531.82
0.3,Good,I,SI1,63.3,59.0,4.22,4.25,2.68,-1618.93
0.91,Premium,D,VS2,62.7,59.0,6.16,6.13,3.85,5547.45
1.02,Premium,G,VS2,62.1,59.0,6.47,6.41,4.0,6023.27
1.2,Fair,F,SI2,63.4,60.0,6.56,6.65,4.19,5750.19
0.39,Ideal,G,VVS2,62.1,56.0,4.67,4.7,2.91,1620.33
1.0,Very Good,G,VS2,63.0,59.0,6.36,6.4,4.02,5811.97
0.32,Ideal,G,VVS1,61.8,56.0,4.39,4.41,2.72,1199.98
0.53,Premium,D,SI2,59.3,61.0,5.29,5.26,3.13,777.53
1.5,Premium,H,VS2,62.4,59.0,7.29,7.32,4.56,10074.86
0.38,Premium,F,SI1,62.0,58.0,4.6,4.63,2.86,385.76
0.56,Ideal,E,SI1,61.7,56.0,5.33,5.3,3.28,1871.3
1.13,Ideal,H,SI1,62.3,56.0,6.69,6.66,4.16,6079.33
1.21,Premium,H,VS2,60.5,60.0,6.95,6.9,4.19,7260.13
1.09,Premium,H,SI2,62.0,57.0,6.61,6.55,4.08,4669.8
0.44,Very Good,D,VS2,62.8,58.0,4.79,4.86,3.03,1649.87
0.3,Good,F,SI2,63.4,56.0,4.26,4.29,2.71,-1355.93
0.29,Premium,F,SI1,62.4,58.0,4.24,4.26,2.65,-281.61
0.31,Premium,F,VS2,58.3,61.0,4.48,4.44,2.6,494.93
1.11,Ideal,H,SI2,62.6,56.0,6.58,6.65,4.14,4984.66
1.04,Ideal,G,VS2,61.4,57.0,6.53,6.5,4.0,6359.1
0.36,Ideal,F,VS2,60.9,57.0,4.61,4.58,2.8,926.06
1.07,Premium,D,SI1,60.2,55.0,6.68,6.64,4.01,6481.1
1.02,Very Good,J,SI2,63.1,58.0,6.38,6.34,4.01,2575.84
0.41,Ideal,H,VVS1,61.4,56.0,4.77,4.8,2.94,1355.8
0.76,Very Good,H,SI1,61.4,57.0,5.89,5.94,3.63,2658.87
0.72,Ideal,E,SI1,62.0,57.0,5.7,5.75,3.55,3245.24
1.33,Premium,H,VS2,60.7,59.0,7.08,7.13,4.31,8490.57
0.37,Ideal,F,VS2,61.7,55.0,4.61,4.73,2.88,1035.28
0.4,Good,F,I1,63.3,60.4,4.64,4.68,2.95,-3418.17
0.7,Premium,J,VS1,62.0,58.0,5.68,5.74,3.54,1678.38
2.02,Premium,E,SI2,60.4,57.0,8.21,8.18,4.95,14378.03
0.31,Ideal,G,IF,61.2,55.0,4.4,4.42,2.7,1473.92
1.02,Premium,H,SI1,60.5,60.0,6.58,6.51,3.96,4898.35
0.31,Ideal,D,SI1,61.5,56.0,4.35,4.33,2.67,289.96
2.04,Premium,H,SI1,62.2,60.0,8.07,8.0,5.0,14743.89
1.97,Very Good,H,VS2,62.9,59.0,7.9,8.01,5.0,14671.52
0.54,Ideal,F,VS2,61.4,57.0,5.2,5.25,3.21,2308.89
1.13,Premium,H,SI2,61.1,59.0,6.73,6.65,4.09,5006.29
0.38,Very Good,E,SI2,61.6,57.0,4.61,4.65,2.85,-504.38
0.7,Very Good,F,SI1,62.4,56.0,5.64,5.7,3.54,2899.61
1.6,Premium,I,SI1,62.1,58.0,7.51,7.47,4.65,9921.35
1.0,Good,G,SI1,62.2,65.0,6.28,6.22,3.89,5044.33
0.32,Ideal,E,VS2,62.6,53.0,4.38,4.37,2.74,771.1
0.3,Ideal,E,VS2,62.5,56.0,4.3,4.28,2.68,558.79
1.0,Ideal,F,SI1,62.7,57.0,6.44,6.38,4.02,5519.67
0.72,Ideal,I,VVS2,62.2,54.0,5.73,5.78,3.58,3296.81
0.42,Very Good,E,VS1,62.8,57.8,4.8,4.83,3.03,1521.23
0.9,Very Good,I,SI1,61.8,58.0,6.2,6.26,3.85,3366.05
0.7,Good,E,SI1,63.6,62.0,5.57,5.6,3.55,2657.03
1.06,Ideal,I,SI1,61.8,55.0,6.54,6.57,4.04,5007.75
0.52,Ideal,G,VVS1,60.7,55.0,5.19,5.29,3.18,2722.9
0.43,Premium,H,VS1,60.0,59.0,4.86,4.98,2.95,998.54
0.31,Ideal,E,SI1,60.1,57.0,4.36,4.39,2.63,141.12
1.0,Fair,E,SI1,57.4,61.0,6.53,6.63,3.78,4936.39
1.09,Ideal,F,SI1,62.0,56.0,6.61,6.59,4.09,6431.29
1.18,Very Good,E,I1,62.5,58.0,6.62,6.75,4.18,3655.23
1.11,Ideal,I,SI1,61.4,60.0,6.61,6.65,4.07,5397.8
0.31,Very Good,F,VS1,60.9,56.0,4.37,4.38,2.66,833.31
1.27,Premium,I,VS1,59.5,61.0,7.08,7.04,4.2,7655.64
0.3,Premium,F,VS2,62.2,60.0,4.27,4.22,2.64,365.32
0.85,Ideal,E,VS1,63.0,57.0,6.08,5.99,3.8,5161.41
0.28,Very Good,G,VS2,62.0,56.0,4.16,4.19,2.59,122.11
0.32,Ideal,H,SI1,61.2,56.0,4.43,4.46,2.72,-635.15
1.71,Good,I,VS1,63.7,58.0,7.58,7.54,4.81,11703.92
1.06,Premium,H,VS2,62.6,58.0,6.54,6.49,4.08,5902.58
0.33,Very Good,H,VVS2,61.9,56.0,4.44,4.47,2.76,592.95
0.75,Very Good,D,VVS2,59.4,59.0,5.88,5.94,3.51,4899.61
1.01,Very Good,H,VS2,61.2,57.0,6.49,6.41,3.95,5472.88
0.36,Ideal,I,VS1,60.5,57.0,4.56,4.59,2.77,115.9
0.32,Premium,G,VS1,60.6,60.0,4.4,4.44,2.68,661.44
0.91,Ideal,F,SI2,62.2,56.0,6.17,6.14,3.83,3882.02
0.39,Ideal,E,VS1,62.3,54.4,4.66,4.69,2.91,1561.89
1.3,Premium,H,SI2,60.4,61.0,7.09,7.04,4.27,6546.4
1.18,Ideal,E,I1,61.6,56.0,6.82,6.79,4.19,3673.13
1.7,Very Good,F,VS2,60.8,60.0,7.65,7.68,4.66,12702.55
0.56,Very Good,E,VVS2,60.3,57.0,5.33,5.37,3.23,3111.91
0.24,Ideal,I,VS1,62.0,56.0,4.0,4.01,2.48,-729.58
2.15,Premium,G,SI2,58.9,58.0,8.46,8.41,4.97,15385.26
1.17,Very Good,H,SI1,59.6,62.0,6.88,6.82,4.08,6250.89
0.31,Premium,H,SI2,59.5,59.0,4.39,4.45,2.63,-1706.06
1.71,Premium,J,SI1,62.9,58.0,7.64,7.58,4.79,10065.17
0.42,Ideal,G,VS1,61.9,56.0,4.77,4.82,2.97,1493.98
1.02,Very Good,D,VS2,63.7,55.0,6.42,6.45,4.1,6513.74
1.2,Very Good,E,VS2,60.7,59.0,6.79,6.86,4.14,8054.96
1.01,Ideal,E,VS2,62.5,54.0,6.39,6.42,4.0,6445.54
0.32,Ideal,G,SI2,62.2,53.0,4.4,4.44,2.75,-1065.75
0.5,Premium,E,VS2,60.5,60.0,5.09,5.13,3.09,1950.36
1.23,Good,D,I1,63.7,58.0,6.79,6.72,4.3,4019.17
1.8,Premium,I,SI2,61.8,59.0,7.9,7.8,4.85,10805.62
1.51,Ideal,H,VS2,62.5,56.0,7.37,7.33,4.57,10250.17
0.54,Ideal,H,VS1,61.6,59.0,5.22,5.24,3.22,1832.55
0.3,Ideal,G,VVS2,62.7,57.0,4.32,4.26,2.69,904.26
1.68,Ideal,G,VS2,62.5,54.0,7.61,7.64,4.76,12459.62
0.77,Ideal,D,VS2,61.3,56.0,5.87,5.9,3.61,4514.23
1.1,Premium,F,SI1,59.5,59.0,6.7,6.77,4.01,6468.35
0.76,Very Good,G,VS2,61.1,57.0,5.84,5.95,3.6,3824.11
1.02,Very Good,I,SI2,62.8,56.0,6.42,6.38,4.02,3513.26
1.25,Ideal,F,VVS1,62.2,56.0,6.89,6.93,4.3,9274.07
0.33,Premium,I,VS1,61.1,59.0,4.44,4.47,2.72,-263.09
0.5,Ideal,H,SI1,62.2,53.0,5.06,5.14,3.17,749.51
0.28,Very Good,F,VVS2,61.6,56.0,4.2,4.23,2.59,998.8
0.31,Very Good,H,VVS2,62.6,56.0,4.33,4.36,2.72,435.06
0.51,Premium,D,VS2,61.9,62.0,5.12,5.09,3.16,2093.26
1.55,Ideal,E,VVS2,62.5,55.0,7.38,7.4,4.62,12165.9
0.43,Ideal,G,SI1,62.6,56.0,4.79,4.82,3.01,628.15
0.77,Very Good,H,VS1,62.2,57.0,5.81,5.86,3.63,3711.99
0.9,Good,F,SI2,64.2,62.0,6.0,6.08,3.88,3394.07
1.71,Ideal,J,VS1,62.1,55.0,7.73,7.65,4.78,11088.13
1.0,Good,D,SI1,57.6,62.0,6.62,6.5,3.78,5563.21
0.52,Very Good,E,SI1,62.8,57.0,5.09,5.13,3.21,1457.28
0.31,Ideal,H,VS2,61.9,55.0,4.38,4.35,2.7,-114.01
0.33,Premium,G,VS2,61.3,59.0,4.46,4.44,2.73,382.58
1.51,Fair,E,VS2,65.0,58.0,7.06,7.12,4.61,10304.19
0.82,Ideal,H,VS1,61.5,56.0,6.0,6.04,3.7,4263.89
1.04,Good,J,SI1,64.2,58.0,6.42,6.34,4.1,3497.87
1.5,Premium,E,VS2,61.8,59.0,7.38,7.31,4.54,10791.14
2.02,Very Good,H,VS2,62.7,58.0,7.96,8.01,5.01,15212.95
0.52,Ideal,G,VS1,61.2,56.0,5.19,5.23,3.19,2232.31
0.34,Good,E,SI1,63.5,55.0,4.44,4.47,2.83,-42.37
1.04,Ideal,G,VS2,61.9,54.0,6.53,6.56,4.05,6401.5
1.54,Premium,I,SI1,61.8,57.0,7.43,7.37,4.57,9373.79
0.7,Fair,J,VS2,64.6,58.0,5.58,5.56,3.6,559.6
1.52,Good,J,SI1,63.6,60.0,7.25,7.21,4.6,8039.83
1.1,Premium,E,SI2,60.7,58.0,6.77,6.65,4.07,5447.54
0.4,Premium,E,SI2,60.5,59.0,4.74,4.78,2.88,-353.31
0.71,Good,E,SI2,58.8,63.0,5.75,5.88,3.42,1917.52
0.31,Ideal,E,VS2,61.6,57.0,4.38,4.35,2.69,622.93
0.37,Premium,E,VS2,63.0,58.0,4.58,4.53,2.87,898.44
1.01,Very Good,E,VS2,60.4,58.0,6.47,6.6,3.95,6288.73
0.57,Very Good,I,SI1,61.1,61.0,5.34,5.37,3.27,507.86
0.4,Good,E,SI1,63.3,56.0,4.68,4.74,2.98,372.26
0.36,Ideal,E,VS2,62.1,55.0,4.54,4.58,2.83,1037.79
0.3,Premium,E,IF,61.9,58.0,4.3,4.26,2.65,1545.4
1.01,Ideal,F,SI2,60.5,57.0,6.49,6.53,3.94,4766.43
1.5,Ideal,H,SI1,61.3,57.0,7.38,7.4,4.53,9579.01
0.57,Very Good,F,VS1,63.2,56.0,5.27,5.31,3.34,2675.39
0.9,Very Good,H,SI1,58.7,59.0,6.3,6.35,3.71,3943.88
0.51,Ideal,H,VVS2,60.1,57.0,5.19,5.22,3.12,2051.52
0.27,Very Good,E,VVS2,61.7,58.0,4.12,4.15,2.55,979.68
0.7,Very Good,G,SI1,63.6,58.0,5.61,5.65,3.58,2590.07
1.75,Good,I,VS1,58.3,59.0,7.92,7.97,4.63,12144.02
1.0,Fair,E,SI1,57.4,62.0,6.54,6.59,3.77,4900.84
0.5,Very Good,F,VS2,63.0,58.0,5.05,5.08,3.19,1768.39
1.51,Ideal,F,VS2,62.4,53.0,7.37,7.32,4.58,11032.74
1.2,Good,G,VS2,65.2,56.0,6.61,6.67,4.33,7586.31
0.4,Very Good,F,VS1,61.2,58.0,4.74,4.86,2.94,1391.14
0.71,Ideal,H,VS1,62.1,55.0,5.68,5.72,3.54,3340.62
0.43,Ideal,G,VS1,61.3,57.0,4.88,4.85,2.98,1507.82
0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7,580.59
0.43,Very Good,F,VS1,62.2,61.0,4.75,4.83,2.98,1575.82
0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,446.17
0.76,Very Good,I,SI1,62.0,56.0,5.81,5.84,3.61,2230.18
0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,2535.32
0.42,Premium,D,VVS2,59.6,59.0,4.9,4.96,2.94,2219.54
0.52,Very Good,E,SI1,59.3,59.0,5.26,5.3,3.13,1464.63
0.31,Ideal,G,VS1,62.3,54.0,4.35,4.38,2.72,714.69
0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53,3225.33
0.72,Premium,G,SI1,60.8,58.0,5.8,5.74,3.51,2845.93
0.25,Very Good,E,VVS1,62.9,59.0,3.99,4.02,2.52,841.31
0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,3.19,2310.09
1.51,Premium,I,VS1,60.0,58.0,7.51,7.45,4.49,9959.88
0.45,Ideal,I,VS1,61.9,54.0,4.95,4.97,3.07,708.52
1.75,Premium,G,VS1,59.6,60.0,7.9,7.76,4.67,13227.82
0.71,Ideal,E,VS1,62.3,56.0,5.66,5.7,3.54,4090.5
0.59,Ideal,F,VS2,60.2,57.0,5.48,5.44,3.29,2663.21
1.15,Very Good,F,SI1,62.5,59.0,6.62,6.69,4.16,6874.1
0.47,Ideal,E,VS1,61.5,55.0,5.01,5.04,3.09,2138.45
0.33,Premium,G,VS2,62.6,58.0,4.4,4.36,2.74,383.99
2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11,15833.66
0.3,Good,H,SI1,63.7,56.0,4.2,4.22,2.68,-1050.57
1.07,Ideal,H,SI2,59.2,57.0,6.7,6.64,3.95,4614.52
1.6,Premium,I,VS2,60.2,58.0,7.63,7.56,4.57,10529.01
1.0,Premium,G,SI2,62.7,59.0,6.36,6.3,3.97,4306.51
1.5,Very Good,H,VS1,60.7,58.0,7.35,7.42,4.48,10423.97
0.54,Ideal,G,IF,61.2,57.0,5.26,5.28,3.22,3123.2
0.41,Ideal,F,VVS2,61.4,56.0,4.81,4.76,2.94,1956.72
1.51,Very Good,I,VS1,63.1,53.0,7.34,7.25,4.6,10015.78
0.51,Ideal,E,SI1,61.7,55.0,5.13,5.17,3.18,1540.22
1.02,Premium,E,SI1,61.4,58.0,6.48,6.45,3.97,5760.51
0.31,Good,I,VS1,63.9,55.0,4.28,4.3,2.74,-595.18
0.41,Very Good,F,VVS1,61.4,58.0,4.76,4.78,2.93,1902.46
2.0,Premium,J,VS1,63.0,58.0,8.04,7.99,5.05,13825.95
0.78,Ideal,I,VS2,60.9,57.0,5.92,5.97,3.62,3104.78
0.51,Good,E,VS2,63.1,59.0,5.04,5.07,3.19,1777.97
0.3,Ideal,G,VVS1,61.7,55.0,4.34,4.32,2.67,1059.1
0.33,Very Good,G,VS1,62.8,58.0,4.38,4.41,2.76,660.93
0.76,Ideal,H,VVS2,61.0,56.0,5.85,5.91,3.59,4150.24
0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92,1273.72
0.53,Premium,G,SI1,61.0,59.0,5.25,5.21,3.19,1234.96
0.42,Ideal,G,SI1,62.2,53.0,4.8,4.84,3.0,608.45
0.35,Very Good,I,VS2,61.7,57.0,4.52,4.56,2.8,-456.51
0.5,Premium,G,VS1,62.5,60.0,5.08,5.06,3.17,1857.71
1.01,Very Good,E,SI1,61.0,56.0,6.47,6.54,3.97,5697.21
0.31,Very Good,D,SI1,60.0,61.0,4.41,4.43,2.65,87.28
0.34,Ideal,E,VVS1,62.2,56.0,4.45,4.49,2.78,1613.67
0.43,Ideal,D,SI1,62.5,55.0,4.83,4.8,3.01,1102.92
0.3,Ideal,E,VVS2,62.3,56.0,4.3,4.34,2.69,1254.04
1.26,Ideal,H,SI1,61.9,57.0,6.88,6.93,4.27,7349.87
0.32,Ideal,D,VS2,62.6,55.0,4.39,4.37,2.74,915.81
1.01,Premium,G,SI2,62.4,58.0,6.38,6.41,3.99,4443.73
0.34,Very Good,E,VVS2,62.7,59.0,4.41,4.43,2.77,1375.12
0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79,4990.17
1.01,Very Good,F,VS2,63.8,55.0,6.31,6.38,4.05,6233.74
0.5,Good,D,VVS2,62.4,64.0,5.03,5.06,3.14,2483.42
0.73,Ideal,D,SI1,62.4,53.0,5.82,5.79,3.62,3515.45
0.42,Ideal,I,VVS1,62.7,55.0,4.8,4.77,3.0,879.09
1.01,Very Good,D,VVS2,63.0,56.0,6.35,6.41,4.02,7177.87
0.59,Very Good,F,IF,59.9,63.0,5.44,5.47,3.27,3530.17
0.27,Very Good,D,VS2,63.0,57.0,4.06,4.1,2.57,504.51
1.04,Very Good,D,SI2,63.1,58.0,6.39,6.33,4.01,5170.72
0.75,Premium,E,SI2,63.0,58.0,5.78,5.71,3.62,2371.97
0.61,Good,F,SI2,62.5,65.0,5.36,5.29,3.33,827.26
0.9,Good,F,SI1,61.3,60.0,6.13,6.18,3.77,4468.96
0.31,Very Good,H,SI1,60.5,60.0,4.33,4.4,2.64,-812.09
1.01,Fair,D,SI2,64.7,57.0,6.31,6.27,4.07,4130.8
1.01,Ideal,I,SI1,60.3,58.0,6.5,6.56,3.94,4509.17
1.0,Very Good,I,VS1,63.3,55.0,6.39,6.34,4.03,5183.98
0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73,39.95
0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96,-139.53
1.01,Premium,H,VVS1,60.5,57.0,6.55,6.48,3.94,6236.42
0.71,Good,E,SI1,63.1,59.0,5.62,5.75,3.59,2827.21
0.35,Ideal,G,VVS2,61.0,57.0,4.58,4.54,2.78,1311.48
0.47,Ideal,J,SI1,60.6,54.0,5.04,5.0,3.09,-892.35
0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71,-149.04
0.71,Ideal,H,VS1,61.8,55.0,5.72,5.77,3.55,3319.13
0.53,Ideal,I,VS1,61.6,57.0,5.21,5.18,3.2,1284.41
0.39,Premium,J,VVS1,61.8,56.0,4.71,4.64,2.89,-312.44
0.31,Ideal,H,VS1,62.1,54.0,4.3,4.37,2.69,289.14
0.3,Ideal,G,VVS2,60.9,57.0,4.35,4.32,2.64,993.24
2.01,Fair,I,SI2,66.5,61.0,7.81,7.75,5.17,12157.21
0.41,Very Good,I,SI1,63.3,60.0,4.71,4.64,2.96,-763.09
1.22,Premium,E,VS2,62.2,55.0,6.91,6.85,4.28,8195.37
2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15,16815.13
2.0,Very Good,J,SI1,62.2,59.0,7.92,7.97,4.94,13030.13
0.39,Ideal,E,VVS1,62.1,54.0,4.67,4.7,2.91,2006.75
0.91,Ideal,G,SI2,61.0,57.0,6.25,6.28,3.82,3645.05
1.01,Good,H,SI1,60.3,64.0,6.5,6.53,3.93,4590.88
1.09,Premium,D,SI2,61.2,60.0,6.6,6.64,4.05,5631.22
0.53,Ideal,D,VS2,60.2,57.0,5.24,5.26,3.16,2510.16
1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,6827.2
0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,3036.2
0.59,Ideal,D,VS2,60.9,57.0,5.42,5.48,3.32,2952.38
0.33,Premium,E,SI1,59.1,58.0,4.56,4.51,2.68,126.66
0.9,Very Good,I,SI1,61.8,56.0,6.19,6.24,3.84,3427.82
1.02,Good,D,VS1,64.6,58.0,6.22,6.28,4.04,6742.76
0.72,Fair,F,SI1,64.8,55.0,5.64,5.6,3.64,2288.56
0.52,Ideal,E,VS2,61.0,57.0,5.21,5.19,3.17,2168.95
0.32,Ideal,I,VVS1,62.0,55.3,4.39,4.42,2.73,216.41
0.25,Very Good,F,VVS1,61.1,57.0,4.05,4.08,2.48,881.96
0.72,Very Good,G,IF,63.3,54.0,5.64,5.73,3.6,4580.95
1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16,6110.05
1.01,Premium,I,SI1,62.8,58.0,6.4,6.34,4.0,4370.86
0.72,Ideal,I,VVS1,61.3,57.0,5.74,5.77,3.53,3328.26
1.54,Ideal,I,VS2,60.2,59.0,7.52,7.57,4.54,10013.7
0.9,Fair,E,SI2,65.8,59.0,6.03,5.98,3.95,2849.62
1.0,Good,F,VS2,64.0,59.0,6.29,6.25,4.03,5876.24
0.39,Very Good,E,SI2,59.1,56.0,4.76,4.82,2.83,-354.56
0.5,Ideal,F,VVS2,62.2,54.0,5.09,5.11,3.17,2677.85
1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16,8438.8
0.31,Very Good,D,VVS2,60.5,56.0,4.38,4.41,2.66,1497.88
1.06,Premium,H,SI1,61.0,58.0,6.61,6.57,4.02,5335.65
0.31,Good,D,SI2,63.7,55.0,4.35,4.32,2.76,-1056.12
2.01,Premium,I,VS2,60.3,62.0,8.13,8.08,4.89,14526.81
0.3,Very Good,G,SI1,62.8,56.0,4.28,4.32,2.7,-433.35
0.3,Very Good,I,VVS2,60.1,63.0,4.28,4.31,2.58,-134.87
1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,3068.12
0.34,Ideal,G,SI1,61.2,57.0,4.53,4.56,2.78,-48.34
0.73,Fair,I,VS1,55.9,66.0,6.11,6.01,3.39,1946.14
