carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.7,Very Good,G,SI1,63.6,58.0,5.61,5.65,3.58,2590.06822639558
1.75,Good,I,VS1,58.3,59.0,7.92,7.97,4.63,12144.018401608675
1.0,Fair,E,SI1,57.4,62.0,6.54,6.59,3.77,4900.839891320962
0.5,Very Good,F,VS2,63.0,58.0,5.05,5.08,3.19,1768.387049050341
1.51,Ideal,F,VS2,62.4,53.0,7.37,7.32,4.58,11032.743398984718
1.2,Good,G,VS2,65.2,56.0,6.61,6.67,4.33,7586.307326065476
0.4,Very Good,F,VS1,61.2,58.0,4.74,4.86,2.94,1391.142328197007
0.71,Ideal,H,VS1,62.1,55.0,5.68,5.72,3.54,3340.616498837909
0.43,Ideal,G,VS1,61.3,57.0,4.88,4.85,2.98,1507.8165634034963
0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7,580.5861619415314
0.43,Very Good,F,VS1,62.2,61.0,4.75,4.83,2.98,1575.8218378471897
0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,446.1735460726527
0.76,Very Good,I,SI1,62.0,56.0,5.81,5.84,3.61,2230.1766614551075
0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,2535.3173638508374
0.42,Premium,D,VVS2,59.6,59.0,4.9,4.96,2.94,2219.5355887183327
0.52,Very Good,E,SI1,59.3,59.0,5.26,5.3,3.13,1464.6306344890113
0.31,Ideal,G,VS1,62.3,54.0,4.35,4.38,2.72,714.687954087422
0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53,3225.3296231903632
0.72,Premium,G,SI1,60.8,58.0,5.8,5.74,3.51,2845.934888052547
0.25,Very Good,E,VVS1,62.9,59.0,3.99,4.02,2.52,841.3107000982204
0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,3.19,2310.0925107688295
1.51,Premium,I,VS1,60.0,58.0,7.51,7.45,4.49,9959.88178915404
0.45,Ideal,I,VS1,61.9,54.0,4.95,4.97,3.07,708.5213013117104
1.75,Premium,G,VS1,59.6,60.0,7.9,7.76,4.67,13227.819974153075
0.71,Ideal,E,VS1,62.3,56.0,5.66,5.7,3.54,4090.503263800124
0.59,Ideal,F,VS2,60.2,57.0,5.48,5.44,3.29,2663.214055541506
1.15,Very Good,F,SI1,62.5,59.0,6.62,6.69,4.16,6874.0993450965925
0.47,Ideal,E,VS1,61.5,55.0,5.01,5.04,3.09,2138.445349451574
0.33,Premium,G,VS2,62.6,58.0,4.4,4.36,2.74,383.9932717979659
2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11,15833.657222511722
0.3,Good,H,SI1,63.7,56.0,4.2,4.22,2.68,-1050.5745946386455
1.07,Ideal,H,SI2,59.2,57.0,6.7,6.64,3.95,4614.516949599512
1.6,Premium,I,VS2,60.2,58.0,7.63,7.56,4.57,10529.009432791792
1.0,Premium,G,SI2,62.7,59.0,6.36,6.3,3.97,4306.508114397591
1.5,Very Good,H,VS1,60.7,58.0,7.35,7.42,4.48,10423.968162698728
0.54,Ideal,G,IF,61.2,57.0,5.26,5.28,3.22,3123.1995490022878
0.41,Ideal,F,VVS2,61.4,56.0,4.81,4.76,2.94,1956.717100020192
1.51,Very Good,I,VS1,63.1,53.0,7.34,7.25,4.6,10015.779017020752
0.51,Ideal,E,SI1,61.7,55.0,5.13,5.17,3.18,1540.2187223891792
1.02,Premium,E,SI1,61.4,58.0,6.48,6.45,3.97,5760.509122598069
0.31,Good,I,VS1,63.9,55.0,4.28,4.3,2.74,-595.1754112105205
0.41,Very Good,F,VVS1,61.4,58.0,4.76,4.78,2.93,1902.459541581668
2.0,Premium,J,VS1,63.0,58.0,8.04,7.99,5.05,13825.950979724445
0.78,Ideal,I,VS2,60.9,57.0,5.92,5.97,3.62,3104.780873841379
0.51,Good,E,VS2,63.1,59.0,5.04,5.07,3.19,1777.9671823449848
0.3,Ideal,G,VVS1,61.7,55.0,4.34,4.32,2.67,1059.0959189638747
0.33,Very Good,G,VS1,62.8,58.0,4.38,4.41,2.76,660.9294195327079
0.76,Ideal,H,VVS2,61.0,56.0,5.85,5.91,3.59,4150.2441748547
0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92,1273.7208258316227
0.53,Premium,G,SI1,61.0,59.0,5.25,5.21,3.19,1234.9608516587082
0.42,Ideal,G,SI1,62.2,53.0,4.8,4.84,3.0,608.4525481802543
0.35,Very Good,I,VS2,61.7,57.0,4.52,4.56,2.8,-456.5072155963785
0.5,Premium,G,VS1,62.5,60.0,5.08,5.06,3.17,1857.7126878318982
1.01,Very Good,E,SI1,61.0,56.0,6.47,6.54,3.97,5697.211245724403
0.31,Very Good,D,SI1,60.0,61.0,4.41,4.43,2.65,87.2846913765402
0.34,Ideal,E,VVS1,62.2,56.0,4.45,4.49,2.78,1613.6709887349657
0.43,Ideal,D,SI1,62.5,55.0,4.83,4.8,3.01,1102.9179741023677
0.3,Ideal,E,VVS2,62.3,56.0,4.3,4.34,2.69,1254.0420572095868
1.26,Ideal,H,SI1,61.9,57.0,6.88,6.93,4.27,7349.869552739718
0.32,Ideal,D,VS2,62.6,55.0,4.39,4.37,2.74,915.8080666480978
1.01,Premium,G,SI2,62.4,58.0,6.38,6.41,3.99,4443.733375360756
0.34,Very Good,E,VVS2,62.7,59.0,4.41,4.43,2.77,1375.1181335566803
0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79,4990.173412124865
1.01,Very Good,F,VS2,63.8,55.0,6.31,6.38,4.05,6233.736245074955
0.5,Good,D,VVS2,62.4,64.0,5.03,5.06,3.14,2483.4206301929794
0.73,Ideal,D,SI1,62.4,53.0,5.82,5.79,3.62,3515.450610860608
0.42,Ideal,I,VVS1,62.7,55.0,4.8,4.77,3.0,879.0875713610153
1.01,Very Good,D,VVS2,63.0,56.0,6.35,6.41,4.02,7177.86820044249
0.59,Very Good,F,IF,59.9,63.0,5.44,5.47,3.27,3530.1685991304075
0.27,Very Good,D,VS2,63.0,57.0,4.06,4.1,2.57,504.51475640009494
1.04,Very Good,D,SI2,63.1,58.0,6.39,6.33,4.01,5170.7160529529465
0.75,Premium,E,SI2,63.0,58.0,5.78,5.71,3.62,2371.9683887880137
0.61,Good,F,SI2,62.5,65.0,5.36,5.29,3.33,827.2551321143528
0.9,Good,F,SI1,61.3,60.0,6.13,6.18,3.77,4468.964721184499
0.31,Very Good,H,SI1,60.5,60.0,4.33,4.4,2.64,-812.0879882622644
1.01,Fair,D,SI2,64.7,57.0,6.31,6.27,4.07,4130.797867171161
1.01,Ideal,I,SI1,60.3,58.0,6.5,6.56,3.94,4509.167021000845
1.0,Very Good,I,VS1,63.3,55.0,6.39,6.34,4.03,5183.977124205256
0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73,39.945026409295224
0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96,-139.5347245629482
1.01,Premium,H,VVS1,60.5,57.0,6.55,6.48,3.94,6236.424366792084
0.71,Good,E,SI1,63.1,59.0,5.62,5.75,3.59,2827.2116839072087
0.35,Ideal,G,VVS2,61.0,57.0,4.58,4.54,2.78,1311.4816247637332
0.47,Ideal,J,SI1,60.6,54.0,5.04,5.0,3.09,-892.3515890525118
0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71,-149.04236647963853
0.71,Ideal,H,VS1,61.8,55.0,5.72,5.77,3.55,3319.126244612689
0.53,Ideal,I,VS1,61.6,57.0,5.21,5.18,3.2,1284.4118824771272
0.39,Premium,J,VVS1,61.8,56.0,4.71,4.64,2.89,-312.4431308153412
0.31,Ideal,H,VS1,62.1,54.0,4.3,4.37,2.69,289.14049605645096
0.3,Ideal,G,VVS2,60.9,57.0,4.35,4.32,2.64,993.2363952140108
2.01,Fair,I,SI2,66.5,61.0,7.81,7.75,5.17,12157.205531750174
0.41,Very Good,I,SI1,63.3,60.0,4.71,4.64,2.96,-763.088629119216
1.22,Premium,E,VS2,62.2,55.0,6.91,6.85,4.28,8195.372651928443
2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15,16815.12675128399
2.0,Very Good,J,SI1,62.2,59.0,7.92,7.97,4.94,13030.132857602895
0.39,Ideal,E,VVS1,62.1,54.0,4.67,4.7,2.91,2006.7507374924294
0.91,Ideal,G,SI2,61.0,57.0,6.25,6.28,3.82,3645.048612687692
1.01,Good,H,SI1,60.3,64.0,6.5,6.53,3.93,4590.880665371005
1.09,Premium,D,SI2,61.2,60.0,6.6,6.64,4.05,5631.22148971793
0.53,Ideal,D,VS2,60.2,57.0,5.24,5.26,3.16,2510.1618209832677
1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,6827.196272788167
0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,3036.195438456173
0.59,Ideal,D,VS2,60.9,57.0,5.42,5.48,3.32,2952.3759345177004
0.33,Premium,E,SI1,59.1,58.0,4.56,4.51,2.68,126.65630775138061
0.9,Very Good,I,SI1,61.8,56.0,6.19,6.24,3.84,3427.8182986398183
1.02,Good,D,VS1,64.6,58.0,6.22,6.28,4.04,6742.761421627081
0.72,Fair,F,SI1,64.8,55.0,5.64,5.6,3.64,2288.555391715333
0.52,Ideal,E,VS2,61.0,57.0,5.21,5.19,3.17,2168.946875545446
0.32,Ideal,I,VVS1,62.0,55.3,4.39,4.42,2.73,216.40627091283613
0.25,Very Good,F,VVS1,61.1,57.0,4.05,4.08,2.48,881.9637784328474
0.72,Very Good,G,IF,63.3,54.0,5.64,5.73,3.6,4580.948857618425
1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16,6110.047571572175
1.01,Premium,I,SI1,62.8,58.0,6.4,6.34,4.0,4370.860232124118
0.72,Ideal,I,VVS1,61.3,57.0,5.74,5.77,3.53,3328.257619439944
1.54,Ideal,I,VS2,60.2,59.0,7.52,7.57,4.54,10013.698002742243
0.9,Fair,E,SI2,65.8,59.0,6.03,5.98,3.95,2849.6174204313916
1.0,Good,F,VS2,64.0,59.0,6.29,6.25,4.03,5876.243534988924
0.39,Very Good,E,SI2,59.1,56.0,4.76,4.82,2.83,-354.55925948269305
0.5,Ideal,F,VVS2,62.2,54.0,5.09,5.11,3.17,2677.8469920738075
1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16,8438.795522441787
0.31,Very Good,D,VVS2,60.5,56.0,4.38,4.41,2.66,1497.882492814089
1.06,Premium,H,SI1,61.0,58.0,6.61,6.57,4.02,5335.646789456074
0.31,Good,D,SI2,63.7,55.0,4.35,4.32,2.76,-1056.115715238573
2.01,Premium,I,VS2,60.3,62.0,8.13,8.08,4.89,14526.810999211932
0.3,Very Good,G,SI1,62.8,56.0,4.28,4.32,2.7,-433.35141705885917
0.3,Very Good,I,VVS2,60.1,63.0,4.28,4.31,2.58,-134.87136933273405
1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,3068.119750869513
0.34,Ideal,G,SI1,61.2,57.0,4.53,4.56,2.78,-48.33868950105125
0.73,Fair,I,VS1,55.9,66.0,6.11,6.01,3.39,1946.137658774855
0.72,Ideal,I,VS1,60.7,57.0,5.78,5.81,3.51,2895.7793630057154
0.31,Ideal,E,VS2,62.0,55.0,4.37,4.34,2.7,657.8395904141876
1.53,Ideal,E,SI1,62.3,54.2,7.35,7.38,4.59,10720.441158734038
0.25,Very Good,E,VVS2,61.9,59.0,3.99,4.02,2.48,850.3256004430718
0.4,Good,F,SI1,63.6,57.0,4.7,4.67,2.98,237.91145621935766
1.21,Very Good,F,SI1,59.4,56.0,6.95,7.0,4.14,7495.582901095931
1.0,Premium,E,SI2,60.4,60.0,6.49,6.46,3.91,4578.640651281487
1.02,Very Good,F,SI1,62.1,63.0,6.48,6.36,3.99,5478.8844450156785
0.71,Good,F,SI2,64.5,55.6,5.58,5.61,3.6,1832.0507637694268
0.41,Very Good,F,VVS2,62.9,54.0,4.7,4.74,2.97,1908.7793605604634
1.5,Premium,E,SI2,62.7,56.0,7.38,7.33,4.61,9241.520602886747
0.9,Very Good,H,VS2,62.1,57.0,6.16,6.23,3.85,4512.683127735148
0.36,Ideal,E,SI1,61.6,56.0,4.56,4.59,2.82,422.21556310681217
1.05,Premium,G,IF,60.6,60.0,6.57,6.59,3.99,7404.796161954529
0.34,Ideal,G,VS2,61.0,57.0,4.48,4.5,2.74,619.7304684472942
1.18,Premium,E,SI2,62.5,60.0,6.74,6.7,4.2,6207.472360937978
1.03,Premium,D,SI2,61.8,60.0,6.45,6.42,3.98,5069.936519591636
0.32,Ideal,G,VS2,62.4,55.0,4.36,4.39,2.73,476.40947738225213
1.08,Ideal,E,VVS2,61.0,56.0,6.64,6.67,4.06,7708.034562060006
0.73,Ideal,J,SI1,61.8,56.0,5.78,5.81,3.58,1140.9121648881014
1.1,Ideal,F,SI2,60.4,55.0,6.77,6.73,4.08,5549.3830311016045
1.72,Premium,I,VVS2,62.7,58.0,7.6,7.54,4.75,12426.132586118652
1.0,Premium,F,SI1,61.6,61.0,6.37,6.3,3.9,5490.928721954679
0.92,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,4255.878126468686
0.75,Ideal,E,SI1,61.4,56.0,5.83,5.89,3.6,3514.4164176331437
0.72,Premium,F,VS1,58.8,60.0,5.91,5.89,3.47,3934.9531977836905
1.2,Premium,G,SI2,59.9,59.0,6.92,6.98,4.16,6169.972313557961
0.61,Ideal,F,VVS2,61.8,55.0,5.43,5.47,3.37,3566.1592877101853
0.31,Ideal,E,VS2,61.4,54.0,4.41,4.38,2.7,681.8823487038485
0.52,Very Good,F,VVS2,58.9,60.0,5.23,5.3,3.1,2713.41311005703
0.23,Very Good,D,VVS1,59.7,58.0,3.97,4.04,2.39,1081.6617010895375
0.3,Very Good,G,VS1,60.2,62.0,4.3,4.31,2.59,477.54444840739734
0.84,Very Good,D,SI1,59.2,59.0,6.18,6.21,3.67,4331.888219137784
0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63,2720.635856819664
2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93,15411.044944241088
1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95,6268.057493337998
0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72,240.11167996225913
1.5,Premium,I,VVS2,60.2,58.0,7.5,7.34,4.47,10218.534923823801
0.52,Ideal,F,IF,60.3,60.0,5.24,5.27,3.17,3110.555167281143
1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,7610.898189199581
0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,-1407.4604670171334
0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,1474.48351282284
0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,6436.8539934808705
0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,2692.8743595475134
2.01,Very Good,H,I1,58.1,63.0,8.3,8.19,4.79,10681.130789380553
0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,4029.271839746737
0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,4236.681268656697
1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,8500.718491711716
0.46,Very Good,F,SI2,61.5,56.0,4.98,5.01,3.07,-22.998229576201993
0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,1099.9304027734483
0.93,Premium,H,VS2,60.3,61.0,6.39,6.25,3.81,4671.508014403
1.2,Very Good,I,VS2,61.7,59.0,6.83,6.88,4.23,6679.816632205837
0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78,3629.369205536821
0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26,1559.6243705256143
1.02,Very Good,I,VS2,59.3,59.0,6.57,6.62,3.91,5081.912404140079
0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,1230.284035089449
0.31,Very Good,I,VS2,60.7,61.0,4.32,4.34,2.63,-735.0419275435647
0.72,Ideal,G,VS1,61.2,57.0,5.76,5.79,3.53,3870.787510423495
1.71,Very Good,H,VS1,62.0,56.0,7.64,7.68,4.75,12454.90102360513
1.61,Very Good,E,SI1,62.3,57.0,7.43,7.47,4.64,11356.10004101133
0.52,Ideal,G,SI2,61.6,55.0,5.16,5.19,3.19,388.8992485011704
0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16,2602.7323788913486
0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,2339.0439382119084
0.46,Very Good,E,SI1,59.3,63.0,5.09,5.02,3.0,862.6690783587942
1.2,Ideal,H,VS1,61.9,57.0,6.77,6.73,4.18,7698.822013359155
0.3,Very Good,D,SI1,63.4,54.0,4.31,4.27,2.72,30.681099078349234
0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,376.2836480701112
1.51,Premium,H,SI1,58.0,59.0,7.57,7.54,4.38,9594.570955680707
0.53,Ideal,D,SI1,61.6,56.0,5.2,5.23,3.21,1880.5836179160624
0.54,Ideal,D,SI1,61.5,56.0,5.23,5.25,3.22,1969.0347370058653
0.9,Very Good,G,VS2,62.4,61.0,6.13,6.17,3.84,4912.286788939542
1.05,Ideal,E,VVS2,62.4,56.0,6.49,6.52,4.06,7430.622526698728
1.02,Ideal,F,SI2,61.4,56.0,6.5,6.47,3.98,4834.186547156292
1.15,Premium,G,SI2,62.7,58.0,6.71,6.69,4.2,5660.185504453046
0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87,4162.59836667182
0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,2363.253464832252
1.27,Ideal,J,SI2,61.2,56.0,6.99,6.95,4.27,5054.434970183076
0.7,Very Good,G,VS2,63.3,56.0,5.59,5.66,3.56,3284.705890138301
0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97,5084.152845420231
0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,1485.3166868164603
0.41,Premium,F,VVS2,62.4,58.0,4.76,4.7,2.95,1816.6187450519233
0.38,Premium,E,VS1,60.7,59.0,4.65,4.7,2.84,1374.4910823032892
1.1,Very Good,D,SI2,61.1,58.0,6.61,6.69,4.06,5753.171899339262
0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18,1698.1210089024794
0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,765.5630531932698
1.0,Good,D,IF,63.3,59.0,6.33,6.37,4.02,7228.24620993073
1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87,13372.189552591863
1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,9714.833685464464
2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,13061.159546525007
0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,3527.9371444068115
1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98,5388.081479533189
0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,240.4234071293472
0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,1857.0194543018092
1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05,5069.20495678782
0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,28.40192519481525
1.01,Premium,D,SI2,58.0,60.0,6.58,6.53,3.8,4967.079078680028
0.71,Very Good,H,SI2,61.8,58.0,5.67,5.73,3.52,1308.6472532060243
0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,112.0357381511858
0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69,701.38825697738
0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,4087.1246764482444
0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,3215.0414254254256
0.41,Good,E,SI1,63.9,58.0,4.72,4.7,3.01,352.61560880754723
0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,624.7365530519742
1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47,10353.587061836832
0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,-664.2357548176728
0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,4545.9558127039745
0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,1953.8703964515603
1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,9756.047026174638
1.03,Premium,E,SI2,62.0,59.0,6.42,6.49,4.0,4906.428167255799
0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,976.8229982075732
0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,2565.8533693568625
1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81,4766.464015398886
1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,5473.630611315086
1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,6888.876130122311
0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,-383.4154422547763
1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,2600.781074411768
0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,1383.7259803854963
1.0,Premium,E,SI1,61.7,58.0,6.42,6.35,3.94,5577.278455147791
0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,4563.928967820977
1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,7420.786380551388
1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,9922.348238369112
0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,1386.0663877286265
0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,496.24134997165083
0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,702.4212499944638
0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,326.98147188549456
0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,1324.518184505921
0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,3685.8534177156866
1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,6524.728543535113
0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,305.1821451851224
0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,1770.5132121371744
1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67,10911.918525734813
1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,6755.664805136383
0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,2648.9543790498115
1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,11550.93793022831
0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,4229.695569221603
0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,2221.3677371179288
0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,3722.418194401143
2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,19079.974974157685
0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,-917.6293666642359
0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,-989.9360923097611
0.51,Very Good,E,SI2,58.3,61.9,5.19,5.2,3.04,455.0326065510835
0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,2827.1099019711705
1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14,7330.961186188208
2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,14946.371567915898
1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,10295.747949797378
0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77,1521.2140769300954
1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,3393.949728309325
1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15,7503.916782125258
1.01,Good,H,SI1,63.1,60.0,6.37,6.41,4.03,4638.888838935797
0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,2485.1781436661436
0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,1655.0843035609091
1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,5716.225483368503
0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,1461.0267791756391
0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,1963.893318425266
1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,5572.43931940874
0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97,-412.69851428877973
0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,-98.37748103271906
0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,-2098.093191043998
1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57,5741.82844275784
1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,3819.1184709746703
0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,97.22942968148209
0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,269.8515564041513
0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,304.7779505777612
0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,3948.5310009105483
1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,9936.454681515965
0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,2122.9856033750953
0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,117.85655681648359
1.01,Ideal,F,VS1,61.7,56.0,6.48,6.45,3.99,6595.078649544374
1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99,6770.467796716797
1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16,6024.73650048813
1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16,8151.94282788505
0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,2237.499525108731
0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,2183.7825218270486
1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,10531.33098572193
0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69,-595.2879024221447
1.01,Premium,G,VVS2,61.9,59.0,6.41,6.45,3.98,6668.031135622861
0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,1256.0697796004138
0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,1336.4161570641504
1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,6925.880491387867
0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94,887.5151765746182
1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,6305.345220472525
1.04,Ideal,E,VVS2,61.0,57.0,6.61,6.57,4.02,7262.778966391692
2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15,10670.414081521283
1.11,Ideal,F,VVS1,59.7,58.0,6.7,6.74,4.01,8010.592647306845
0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,3313.2530793793
0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,-236.30979633538072
0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,3200.209784893117
0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,2160.546683186722
0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,2424.435937589639
0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,3790.3850836074434
1.5,Good,H,VS2,63.6,58.0,7.22,7.27,4.61,9903.307919389923
0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,2322.682023979932
0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27,2626.9045053830823
0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,2560.05859676777
1.02,Ideal,H,VS2,60.4,57.0,6.58,6.54,3.96,5658.494830139578
0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,1347.4734675779314
